Väinö Linna;Urjala;FINLAND;1920;Male;WRITER
Hanna Reitsch;Jelenia Góra;POLAND;1912;Female;PILOT
Gottlieb Daimler;Schorndorf;GERMANY;1834;Male;ENGINEER
Seneca the Elder;Córdoba;Spain;-54;Male;WRITER
Mikhail Lermontov;Moscow;Russia;1814;Male;WRITER
Orlande de Lassus;Mons;BELGIUM;1532;Male;COMPOSER
Íngrid Betancourt;Bogotá;COLOMBIA;1961;Female;POLITICIAN
Hans Bethe;Strasbourg;Germany;1906;Male;PHYSICIST
Ellen Burstyn;Detroit;UNITED STATES;1932;Female;ACTOR
Adi Shankara;Kalady;India;788;Male;PHILOSOPHER
Rajneesh;Madhya Pradesh;India;1931;Male;PHILOSOPHER
David Bohm;Wilkes-Barre;UNITED STATES;1917;Male;PHYSICIST
Busta Rhymes;New York;United States;1972;Male;SINGER
Michael Wittmann;Bavaria;GERMANY;1914;Male;MILITARY PERSONNEL
Ryunosuke Akutagawa;Tokyo;JAPAN;1892;Male;WRITER
Steve Fossett;Jackson;United States;1944;Male;BUSINESSPERSON
Robin Cook;Bellshill;UNITED KINGDOM;1946;Male;POLITICIAN
Polykleitos;Argos;GREECE;-500;Male;SCULPTOR
Frederick VI of Denmark;Copenhagen;Denmark;1768;Male;POLITICIAN
Jules Cardinal Mazarin;Pescina;ITALY;1602;Male;POLITICIAN
Billy the Kid;New York;UNITED STATES;1859;Male;MAFIOSO
Anne Baxter;Michigan City;UNITED STATES;1923;Female;ACTOR
Shelley Winters;St. Louis;UNITED STATES;1920;Female;ACTOR
Don Rickles;New York;UNITED STATES;1926;Male;ACTOR
Apelles;Colophon;Turkey;-400;Male;PAINTER
Udo Jürgens;Klagenfurt;AUSTRIA;1934;Male;SINGER
Max Beckmann;Leipzig;GERMANY;1884;Male;ARTIST
George Grosz;Berlin;Germany;1893;Male;ARTIST
George I of Greece;Copenhagen;DENMARK;1845;Male;POLITICIAN
Gustave Caillebotte;Paris;FRANCE;1848;Male;PAINTER
Harry Belafonte;New York;United States;1927;Male;SINGER
Hermann Weyl;Elmshorn;Germany;1885;Male;MATHEMATICIAN
Hideki Yukawa;Tokyo;JAPAN;1907;Male;PHYSICIST
Soseki Natsume;Tokyo;JAPAN;1867;Male;WRITER
Charles VIII of Sweden;Ekholmen Castle;Sweden;1409;Male;POLITICIAN
Chandragupta Maurya;Bihar;India;-340;Male;POLITICIAN
Emperor Komei;Other;Japan;1831;Male;POLITICIAN
Louis III of France;Other;Unknown;860;Male;POLITICIAN
Demi Moore;Roswell;UNITED STATES;1962;Female;ACTOR
Giacomo Meyerbeer;Berlin;Germany;1791;Male;COMPOSER
Nikolaas Tinbergen;The Hague;NETHERLANDS;1907;Male;BIOLOGIST
Jan Tinbergen;The Hague;NETHERLANDS;1903;Male;ECONOMIST
Karl von Frisch;Vienna;Austria;1886;Male;BIOLOGIST
José Martí;Havana;CUBA;1853;Male;WRITER
Samuel Colt;Hartford;UNITED STATES;1814;Male;INVENTOR
Rabbi Akiva;Other;Unknown;50;Male;RELIGIOUS FIGURE
Batu Khan;Mongolia;Mongolia;1207;Male;POLITICIAN
Esarhaddon;Other;Unknown;-700;Male;POLITICIAN
Tim Allen;Denver;UNITED STATES;1953;Male;ACTOR
Alberto Sordi;Trastevere;Italy;1920;Male;ACTOR
Jeb Bush;Midland;United States;1953;Male;POLITICIAN
Ion Iliescu;Oltenița;ROMANIA;1930;Male;POLITICIAN
Chaim Weizmann;Pinsk;Belarus;1874;Male;POLITICIAN
Jacques de Molay;Franche-Comté;France;1240;Male;RELIGIOUS FIGURE
Patrick Moore;Pinner;UNITED KINGDOM;1923;Male;ASTRONOMER
Hughes de Payens;Troyes;FRANCE;1070;Male;RELIGIOUS FIGURE
Juan Sebastián Elcano;Getaria;SPAIN;1476;Male;EXPLORER
Norman Mailer;Long Branch;United States;1923;Male;WRITER
René-Robert Cavelier, Sieur de La Salle;Rouen;FRANCE;1643;Male;EXPLORER
Omar Sharif;Alexandria;EGYPT;1932;Male;ACTOR
Sabbatai Zevi;Smyrna;Turkey;1626;Male;RELIGIOUS FIGURE
Karl Wilhelm Friedrich von Schlegel;Hanover;Germany;1772;Male;WRITER
Anna Magnani;Rome;ITALY;1908;Female;ACTOR
Dido;London;UNITED KINGDOM;1971;Female;MUSICIAN
Kobo Abe;Tokyo;Japan;1924;Male;WRITER
Gao Xingjian;Ganzhou;China;1940;Male;WRITER
Gloria Macapagal-Arroyo;Manila;PHILIPPINES;1947;Female;POLITICIAN
Horst Köhler;Skierbieszów;POLAND;1943;Male;POLITICIAN
Pope Shenouda III of Alexandria;Asyut;Egypt;1923;Male;RELIGIOUS FIGURE
Rigoberta Menchú;Quiché;Guatemala;1959;Female;SOCIAL ACTIVIST
Natalie Imbruglia;Sydney;AUSTRALIA;1975;Female;SINGER
William Friedkin;Chicago;UNITED STATES;1935;Male;FILM DIRECTOR
Erich von Däniken;Zofingen;SWITZERLAND;1935;Male;WRITER
Johann Friedrich Herbart;Oldenburg;Germany;1776;Male;PHILOSOPHER
Michael Servetus;Villanueva de Sigena;SPAIN;1511;Male;PHYSICIAN
Sarah;Other;Unknown;-1500;Female;RELIGIOUS FIGURE
Simon Marius;Gunzenhausen;Germany;1573;Male;ASTRONOMER
Wilhelm Eduard Weber;Wittenberg;Germany;1804;Male;PHYSICIST
Ernest Renan;Tréguier;France;1823;Male;PHILOSOPHER
Marcellin Berthelot;Paris;FRANCE;1827;Male;CHEMIST
Michel Eugène Chevreul;Angers;FRANCE;1786;Male;CHEMIST
Léon Bourgeois;Paris;FRANCE;1851;Male;POLITICIAN
John Williams;New York;United States;1932;Male;COMPOSER
Adolphe Thiers;Bouc-Bel-Air;France;1797;Male;POLITICIAN
Jens Stoltenberg;Oslo;NORWAY;1959;Male;POLITICIAN
Thorbjørn Jagland;Drammen;NORWAY;1950;Male;POLITICIAN
Svetlana Savitskaya;Moscow;Russia;1948;Female;ASTRONAUT
Valentina Tereshkova;Bolshoye Maslennikovo;Russia;1937;Female;ASTRONAUT
Bertil Ohlin;Klippan;SWEDEN;1899;Male;ECONOMIST
George Akerlof;New Haven;UNITED STATES;1940;Male;ECONOMIST
Aristide Briand;Nantes;FRANCE;1862;Male;POLITICIAN
Émile Loubet;Marsanne;FRANCE;1838;Male;POLITICIAN
Patrice de Mac-Mahon, Duke of Magenta;Sully;France;1808;Male;POLITICIAN
Joe Pantoliano;Hoboken;UNITED STATES;1951;Male;ACTOR
Einar Gerhardsen;Asker;NORWAY;1897;Male;POLITICIAN
Joss Whedon;New York;UNITED STATES;1964;Male;WRITER
Jacob Jordaens;Antwerp;BELGIUM;1593;Male;PAINTER
Roger van der Weyden;Tournai;BELGIUM;1400;Male;ARTIST
Hans Memling;Seligenstadt;Germany;1430;Male;PAINTER
Pedanius Dioscorides;Anazarbus;Turkey;40;Male;PHYSICIAN
Gilles Binchois;Mons;Belgium;1400;Male;COMPOSER
Martin Niemöller;Lippstadt;Germany;1892;Male;SOCIAL ACTIVIST
Cuba Gooding, Jr.;New York;UNITED STATES;1968;Male;ACTOR
Bryan Adams;Kingston;Canada;1959;Male;SINGER
Gherman Titov;Altai Krai;Russia;1935;Male;ASTRONAUT
Gustav Stresemann;Berlin;Germany;1878;Male;POLITICIAN
Masatoshi Koshiba;Toyohashi;JAPAN;1926;Male;PHYSICIST
Mohammad Khatami;Ardakan;Iran;1943;Male;POLITICIAN
Andrian Nikolayev;Shorshely;Russia;1929;Male;ASTRONAUT
Hermann Minkowski;Kaunas;LITHUANIA;1864;Male;MATHEMATICIAN
Ferdowsi;Tous;Iran;940;Male;WRITER
Jean Simmons;Lower Holloway;United Kingdom;1929;Female;ACTOR
Eric R. Kandel;Vienna;AUSTRIA;1929;Male;PHYSICIAN
Otto of Greece;Salzburg;AUSTRIA;1815;Male;POLITICIAN
Maximilian I of Mexico;Vienna;Austria;1832;Male;POLITICIAN
Benazir Bhutto;Karachi;PAKISTAN;1953;Female;POLITICIAN
Charlotte of Belgium;Laeken;BELGIUM;1840;Female;COMPANION
Joanne Woodward;Thomasville;UNITED STATES;1930;Female;ACTOR
Melina Mercouri;Athens;Greece;1920;Female;ACTOR
Jean-Jacques Dessalines;Guinea;Guinea;1758;Male;POLITICIAN
Anna Pavlovna of Russia;Saint Petersburg;Russia;1795;Female;COMPANION
Raymond Carver;Clatskanie;United States;1938;Male;WRITER
Theodore von Karman;Budapest;HUNGARY;1881;Male;ENGINEER
Madame de Pompadour;Paris;FRANCE;1721;Female;COMPANION
Madame du Barry;Vaucouleurs;France;1743;Female;COMPANION
Goran Ivanišević;Split;CROATIA;1971;Male;TENNIS PLAYER
Saint Lawrence;Huesca;SPAIN;225;Male;RELIGIOUS FIGURE
Thomas Muentzer;Stolberg;GERMANY;1488;Male;SOCIAL ACTIVIST
Svetlana Alliluyeva;Moscow;Russia;1926;Female;WRITER
Saint Margaret of Scotland;Hungary;United Kingdom;1045;Female;NOBLEMAN
Margaret the Virgin;Pisidia;Turkey;289;Female;RELIGIOUS FIGURE
Ole Gunnar Solskjær;Kristiansund;NORWAY;1973;Male;SOCCER PLAYER
Faisal I of Iraq;Ta’if;Saudi Arabia;1883;Male;POLITICIAN
George Carlin;New York;UNITED STATES;1937;Male;COMEDIAN
Leonid Kantorovich;Saint Petersburg;Russia;1912;Male;MATHEMATICIAN
Anja Pärson;Umeå;Sweden;1981;Female;SKIER
Mihai Eminescu;Botoșani;ROMANIA;1850;Male;WRITER
Noel Gallagher;Longsight;United Kingdom;1967;Male;SINGER
Harper Lee;Monroeville;United States;1926;Female;WRITER
Adolfo Pérez Esquivel;Buenos Aires;ARGENTINA;1931;Male;SOCIAL ACTIVIST
Liliʻuokalani;Honolulu;UNITED STATES;1838;Female;NOBLEMAN
Zoran Đinđić;Šamac;Bosnia and Herzegovina;1952;Male;POLITICIAN
Marcion of Sinope;Sinop;Turkey;85;Male;RELIGIOUS FIGURE
Richard Dreyfuss;New York;UNITED STATES;1947;Male;ACTOR
Pelagius;Other;Unknown;354;Male;PHILOSOPHER
Charles Le Brun;Paris;France;1619;Male;PAINTER
Aleksei Leonov;Listvyanka;Russia;1934;Male;ASTRONAUT
Anicius Manlius Severinus Boethius;Rome;ITALY;480;Male;PHILOSOPHER
Baron d'Holbach;Edesheim;Germany;1723;Male;PHILOSOPHER
Chuichi Nagumo;Yonezawa;JAPAN;1887;Male;MILITARY PERSONNEL
Ludwig Beck;Biebrich;GERMANY;1880;Male;MILITARY PERSONNEL
Peyo;Brussels;BELGIUM;1928;Male;COMIC ARTIST
Claude Adrien Helvétius;Paris;FRANCE;1715;Male;PHILOSOPHER
Cesare, Marquis of Beccaria;Milan;ITALY;1738;Male;PHILOSOPHER
Pierre Louis Maupertuis;Saint-Malo;France;1698;Male;MATHEMATICIAN
Konstantin von Neurath;Vaihingen;Germany;1873;Male;POLITICIAN
Jérôme Lalande;Bourg-en-Bresse;FRANCE;1732;Male;ASTRONOMER
Alexis Clairault;Paris;FRANCE;1713;Male;MATHEMATICIAN
Alija Izetbegović;Šamac;BOSNIA AND HERZEGOVINA;1925;Male;POLITICIAN
Zara Phillips;London;United Kingdom;1981;Female;NOBLEMAN
Asaph Hall;Goshen;UNITED STATES;1829;Male;ASTRONOMER
Mozi;Tenzhou;China;-470;Male;PHILOSOPHER
Óscar Arias;Heredia;COSTA RICA;1940;Male;POLITICIAN
Christian VI of Denmark;Copenhagen;DENMARK;1699;Male;POLITICIAN
Frederick IV of Denmark;Copenhagen;DENMARK;1671;Male;POLITICIAN
Frederick V of Denmark;Copenhagen;DENMARK;1723;Male;POLITICIAN
Sir John Richard Hicks;Warwick;UNITED KINGDOM;1904;Male;ECONOMIST
Ali Daei;Ardabil;Iran;1969;Male;SOCCER PLAYER
Abbot Suger;France;France;1081;Male;ARCHITECT
Eduardo Duhalde;Lomas de Zamora;Argentina;1941;Male;POLITICIAN
Julie Kavner;Los Angeles;UNITED STATES;1950;Female;ACTOR
Isidor Isaac Rabi;Rymanów;POLAND;1898;Male;PHYSICIST
Pierre Gassendi;Champtercier;France;1592;Male;PHILOSOPHER
Mencius;Shandong;China;-372;Male;PHILOSOPHER
George Canning;Marylebone;UNITED KINGDOM;1770;Male;POLITICIAN
Padmasambhava;Swat District;PAKISTAN;700;Male;PHILOSOPHER
Rachel Corrie;Olympia;UNITED STATES;1979;Female;SOCIAL ACTIVIST
B. R. Ambedkar;Mhow;India;1891;Male;POLITICIAN
José María Aznar;Madrid;SPAIN;1953;Male;POLITICIAN
Ferdinand Lassalle;Wrocław;Poland;1825;Male;SOCIAL ACTIVIST
Lillian Gish;Springfield;UNITED STATES;1893;Female;ACTOR
Johan Ludvig Runeberg;Jakobstad;FINLAND;1804;Male;WRITER
Pyrrhus of Epirus;Epirus;Greece;-319;Male;MILITARY PERSONNEL
Petula Clark;Epsom;UNITED KINGDOM;1932;Female;SINGER
Hans-Adam II, Prince of Liechtenstein;Zürich;Switzerland;1945;Male;POLITICIAN
Romano Prodi;Scandiano;ITALY;1939;Male;POLITICIAN
Martina Navratilova;Prague;Czech Republic;1956;Female;TENNIS PLAYER
Ananda Mahidol;Heidelberg;GERMANY;1925;Male;POLITICIAN
Wilhelm Reich;Dobrianychi;Ukraine;1897;Male;PSYCHOLOGIST
Ngũgĩ wa Thiong'o;Kenya;Kenya;1938;Male;WRITER
Oliver Neuville;Locarno;SWITZERLAND;1973;Male;SOCCER PLAYER
Malcolm McDowell;Horsforth;UNITED KINGDOM;1943;Male;ACTOR
Heinrich Cornelius Agrippa;Cologne;Germany;1486;Male;PHILOSOPHER
Henry Campbell-Bannerman;Glasgow;UNITED KINGDOM;1836;Male;POLITICIAN
Mark Knopfler;Glasgow;UNITED KINGDOM;1949;Male;MUSICIAN
Ibn Khaldun;Tunis;TUNISIA;1332;Male;HISTORIAN
Michael Smith;Blackpool;UNITED KINGDOM;1932;Male;CHEMIST
Wayne Rooney;Croxteth;United Kingdom;1985;Male;SOCCER PLAYER
Ben Roy Mottelson;Chicago;UNITED STATES;1926;Male;PHYSICIST
Igor Sikorsky;Kiev;UKRAINE;1889;Male;INVENTOR
John Barry;York;UNITED KINGDOM;1933;Male;COMPOSER
Domenico Ghirlandaio;Florence;ITALY;1449;Male;PAINTER
Cynthia Nixon;New York;UNITED STATES;1966;Female;ACTOR
Hippolyte Taine;Vouziers;France;1828;Male;HISTORIAN
Éric Cantona;Marseille;FRANCE;1966;Male;SOCCER PLAYER
Emmanuel Joseph Sieyès;Fréjus;France;1748;Male;POLITICIAN
Bettie Page;Nashville;UNITED STATES;1923;Female;MODEL
Paul Deschanel;Schaerbeek;BELGIUM;1855;Male;POLITICIAN
Don Johnson;Flat Creek Township;UNITED STATES;1949;Male;ACTOR
François Tombalbaye;Moyen-Chari;Chad;1918;Male;POLITICIAN
Annie Besant;Clapham;United Kingdom;1847;Female;WRITER
Ibn Arabi;Murcia;SPAIN;1165;Male;PHILOSOPHER
Albert Kesselring;Marktsteft;GERMANY;1885;Male;MILITARY PERSONNEL
Eliphas Levi;Paris;FRANCE;1810;Male;WRITER
Mats Wilander;Växjö;SWEDEN;1964;Male;TENNIS PLAYER
Johann Joachim Winckelmann;Stendal;Germany;1717;Male;HISTORIAN
Harry Martinson;Jämshög;Sweden;1904;Male;WRITER
Alexander IV of Macedon;Other;Unknown;-323;Male;POLITICIAN
Paul Bettany;Shepherd's Bush;United Kingdom;1971;Male;ACTOR
Tariq Aziz;Tel Keppe;Iraq;1936;Male;POLITICIAN
Alan Arkin;New York;UNITED STATES;1934;Male;ACTOR
Henri de la Tour d'Auvergne, Vicomte de Turenne;Sedan;FRANCE;1611;Male;MILITARY PERSONNEL
Fritz Todt;Pforzheim;Germany;1891;Male;ENGINEER
Arses of Persia;Other;Unknown;-360;Male;POLITICIAN
Tecumseh;Xenia;United States;1768;Male;POLITICIAN
Boris Becker;Leimen;GERMANY;1967;Male;TENNIS PLAYER
William Booth;Sneinton;UNITED KINGDOM;1829;Male;RELIGIOUS FIGURE
Otto Weininger;Vienna;AUSTRIA;1880;Male;PHILOSOPHER
Adolfo Bioy Casares;Buenos Aires;Argentina;1914;Male;WRITER
Charles Barkley;Leeds;UNITED STATES;1963;Male;BASKETBALL PLAYER
Aki Kaurismäki;Orimattila;FINLAND;1957;Male;FILM DIRECTOR
Steve Redgrave;Marlow;UNITED KINGDOM;1962;Male;ATHLETE
Marco Pantani;Cesena;ITALY;1970;Male;CYCLIST
A. J. Cronin;Cardross;UNITED KINGDOM;1896;Male;WRITER
Miroslav Klose;Opole;Poland;1978;Male;SOCCER PLAYER
Ice Cube;Los Angeles;United States;1969;Male;SINGER
Amr Moussa;Cairo;EGYPT;1936;Male;DIPLOMAT
Carl Zeiss;Weimar;GERMANY;1816;Male;PHYSICIST
André Previn;Berlin;Germany;1929;Male;MUSICIAN
Chulalongkorn;Bangkok;THAILAND;1853;Male;POLITICIAN
Ferruccio Busoni;Empoli;ITALY;1866;Male;COMPOSER
Princess Stéphanie of Monaco;Monaco;Monaco;1965;Female;NOBLEMAN
Beck Hansen;Los Angeles;UNITED STATES;1970;Male;MUSICIAN
Leonid Andreyev;Oryol;Russia;1871;Male;WRITER
Jack Kevorkian;Pontiac;UNITED STATES;1928;Male;PHYSICIAN
Valdemar IV Atterdag of Denmark;Other;Denmark;1320;Male;POLITICIAN
Kurt Wüthrich;Aarberg;SWITZERLAND;1938;Male;CHEMIST
Léon Gambetta;Cahors;France;1838;Male;POLITICIAN
Richard Evelyn Byrd;Winchester;United States;1888;Male;EXPLORER
Celine Dion;Charlemagne;CANADA;1968;Female;SINGER
Ben Browder;Memphis;UNITED STATES;1962;Male;ACTOR
Ryan O'Neal;Los Angeles;UNITED STATES;1941;Male;ACTOR
Gustav Fechner;Bad Muskau;Germany;1801;Male;PSYCHOLOGIST
Abdullah I of Jordan;Mecca;SAUDI ARABIA;1882;Male;POLITICIAN
Syagrius;Other;Unknown;430;Male;MILITARY PERSONNEL
Roger Myerson;Boston;UNITED STATES;1951;Male;ECONOMIST
Franz Werfel;Prague;CZECH REPUBLIC;1890;Male;WRITER
Christoph Martin Wieland;Achstetten;Germany;1733;Male;WRITER
Mohammad Amin al-Husayni;Jerusalem;Israel;1895;Male;POLITICIAN
Christian Wolff;Wrocław;POLAND;1679;Male;PHILOSOPHER
Hafez;Shiraz;Iran;1315;Male;WRITER
Attar;Nishapur;Iran;1145;Male;WRITER
Subhash Chandra Bose;Cuttack;India;1897;Male;POLITICIAN
Oskar Kokoschka;Pöchlarn;AUSTRIA;1886;Male;PAINTER
Xuanzang;Henan;CHINA;602;Male;EXPLORER
Constance of Sicily;Other;Unknown;1154;Female;COMPANION
Renée Zellweger;Katy;United States;1969;Female;ACTOR
Kim Basinger;Athens;UNITED STATES;1953;Female;ACTOR
Nelson Piquet;Rio de Janeiro;BRAZIL;1952;Male;RACECAR DRIVER
Jan Smuts;Riebeek West;SOUTH AFRICA;1870;Male;POLITICIAN
Matthew Perry;Rhode Island;United States;1794;Male;MILITARY PERSONNEL
Theodor Svedberg;Valbo;Sweden;1884;Male;CHEMIST
Publius Septimius Geta;Other;Unknown;189;Male;POLITICIAN
Nicholas Flamel;Pontoise;France;1330;Male;WRITER
Frederick Winslow Taylor;Philadelphia;United States;1856;Male;ENGINEER
Ian Smith;Shurugwi;ZIMBABWE;1919;Male;POLITICIAN
Ferenc Puskás;Budapest;HUNGARY;1927;Male;SOCCER PLAYER
Michael Owen;Chester;United Kingdom;1979;Male;SOCCER PLAYER
Tariq ibn-Ziyad;Algeria;Algeria;670;Male;MILITARY PERSONNEL
Jean-Pierre Serre;Bages;France;1926;Male;MATHEMATICIAN
Alan Greenspan;New York;UNITED STATES;1926;Male;ECONOMIST
George Biddell Airy;Alnwick;UNITED KINGDOM;1801;Male;ASTRONOMER
James Cronin;Chicago;UNITED STATES;1931;Male;PHYSICIST
Friedrich Georg Wilhelm von Struve;Hamburg;Germany;1793;Male;ASTRONOMER
James Fenimore Cooper;Burlington;UNITED STATES;1789;Male;WRITER
Jay-Z;New York;UNITED STATES;1969;Male;SINGER
Ptolemy XII Auletes;Other;Unknown;-117;Male;POLITICIAN
Francis Bacon;Dublin;IRELAND;1909;Male;ARTIST
Theodahad;Other;Unknown;480;Male;POLITICIAN
Oliver E. Williamson;Superior;UNITED STATES;1932;Male;ECONOMIST
Toni Sailer;Kitzbühel;Austria;1935;Male;SKIER
Viggo Mortensen;New York;UNITED STATES;1958;Male;ACTOR
Johann Gottfried Galle;Radis;Germany;1812;Male;ASTRONOMER
Colin Farrell;Castleknock;Ireland;1976;Male;ACTOR
Geraldine Page;Kirksville;UNITED STATES;1924;Female;ACTOR
Bernard Herrmann;New York;UNITED STATES;1911;Male;COMPOSER
Anna Freud;Vienna;AUSTRIA;1895;Female;PSYCHOLOGIST
Johanna Spyri;Hirzel;SWITZERLAND;1827;Female;WRITER
Twiggy;Neasden;United Kingdom;1949;Female;MODEL
William Stanley Jevons;Liverpool;UNITED KINGDOM;1835;Male;ECONOMIST
Ali Hassan al-Majid;Tikrit;IRAQ;1941;Male;PUBLIC WORKER
Muawiyah I;Mecca;SAUDI ARABIA;602;Male;POLITICIAN
Władysław IV Vasa;Łobzów;Poland;1595;Male;POLITICIAN
John II Casimir of Poland;Kraków;Poland;1609;Male;POLITICIAN
Faisal of Saudi Arabia;Riyadh;SAUDI ARABIA;1904;Male;POLITICIAN
Moritz Schlick;Berlin;Germany;1882;Male;PHILOSOPHER
Albert Lebrun;Mercy-le-Haut;France;1871;Male;POLITICIAN
Lucian Freud;Berlin;Germany;1922;Male;PAINTER
Keith Jarrett;Allentown;United States;1945;Male;MUSICIAN
David Robinson;Key West;UNITED STATES;1965;Male;BASKETBALL PLAYER
Harry Harrison;Stamford;UNITED STATES;1925;Male;WRITER
Daniel Barenboim;Buenos Aires;Argentina;1942;Male;CONDUCTOR
Arkady Strugatsky;Batumi;Georgia;1925;Male;WRITER
Jacqueline du Pré;Oxford;UNITED KINGDOM;1945;Female;MUSICIAN
Caroline Herschel;Hanover;Germany;1750;Female;ASTRONOMER
Henry Fuseli;Zürich;SWITZERLAND;1741;Male;PAINTER
Emperor Taizong of Tang;Wuchuan County;China;599;Male;POLITICIAN
Etta James;Los Angeles;UNITED STATES;1938;Female;SINGER
Charles Bronson;Ehrenfeld;United States;1921;Male;ACTOR
Mohammed V of Morocco;Fes;MOROCCO;1909;Male;POLITICIAN
Neil Diamond;New York;UNITED STATES;1941;Male;SINGER
Mehmed IV;Istanbul;TURKEY;1642;Male;POLITICIAN
Suleiman II;Istanbul;Turkey;1642;Male;POLITICIAN
Mahmud I;Edirne;Turkey;1696;Male;POLITICIAN
Osman III;Edirne;Turkey;1699;Male;POLITICIAN
Selim III;Istanbul;Turkey;1761;Male;POLITICIAN
Mahmud II;Istanbul;Turkey;1785;Male;POLITICIAN
Mustafa IV;Istanbul;TURKEY;1779;Male;POLITICIAN
Mehmed V;Istanbul;Turkey;1844;Male;POLITICIAN
Jean-Baptiste Camille Corot;Paris;France;1796;Male;PAINTER
Reba McEntire;McAlester;United States;1955;Female;SINGER
Ahmed Hassan al-Bakr;Tikrit;IRAQ;1914;Male;POLITICIAN
Isabel Martínez de Perón;La Rioja;ARGENTINA;1931;Female;POLITICIAN
Georges Bataille;Billom;FRANCE;1897;Male;WRITER
Wes Montgomery;Indianapolis;UNITED STATES;1923;Male;MUSICIAN
Pieter Zeeman;Zonnemaire;Netherlands;1865;Male;PHYSICIST
Gustave Courbet;Ornans;France;1819;Male;PAINTER
Walther von der Vogelweide;Austria;Austria;1170;Male;WRITER
Nicolas Jean de Dieu Soult;Saint-Amans-Soult;France;1769;Male;MILITARY PERSONNEL
Julian Barnes;Leicester;UNITED KINGDOM;1946;Male;WRITER
Hiroo Onoda;Kainan;JAPAN;1922;Male;MILITARY PERSONNEL
Ælfweard of Wessex;Wessex;United Kingdom;904;Male;POLITICIAN
Peter II of Yugoslavia;Belgrade;SERBIA;1923;Male;POLITICIAN
Philo;Alexandria;Egypt;-20;Male;PHILOSOPHER
Patricia Neal;Packard;United States;1926;Female;ACTOR
Edward James Olmos;Los Angeles;UNITED STATES;1947;Male;ACTOR
Carl Gustav Jakob Jacobi;Potsdam;Germany;1804;Male;MATHEMATICIAN
Bette Midler;Honolulu;UNITED STATES;1945;Female;ACTOR
Evangelista Torricelli;Faenza;ITALY;1608;Male;PHYSICIST
Brook Taylor;Edmonton;United Kingdom;1685;Male;MATHEMATICIAN
Wynton Marsalis;New Orleans;UNITED STATES;1961;Male;MUSICIAN
Samuel Adams;Boston;UNITED STATES;1722;Male;POLITICIAN
John Fowles;Leigh-on-Sea;UNITED KINGDOM;1926;Male;WRITER
Anne Louise Germaine de Staël;Paris;FRANCE;1766;Female;WRITER
Falco;Vienna;AUSTRIA;1957;Male;SINGER
Charles George Gordon;London;UNITED KINGDOM;1833;Male;ENGINEER
Harri Holkeri;Oripää;FINLAND;1937;Male;POLITICIAN
Lenny Kravitz;New York;UNITED STATES;1964;Male;MUSICIAN
Boutros Boutros-Ghali;Cairo;EGYPT;1922;Male;DIPLOMAT
Klaus Kinski;Sopot;POLAND;1926;Male;ACTOR
Charles-Augustin de Coulomb;Angoulême;France;1736;Male;PHYSICIST
Warren Buffett;Omaha;UNITED STATES;1930;Male;BUSINESSPERSON
Lázaro Cárdenas;Jiquilpan;MEXICO;1895;Male;POLITICIAN
Crown Prince Rudolf of Austria;Laxenburg;AUSTRIA;1858;Male;NOBLEMAN
Amenemhat III;Other;Unknown;-1860;Male;POLITICIAN
Reinhard Selten;Wrocław;POLAND;1930;Male;ECONOMIST
John Mayer;Bridgeport;UNITED STATES;1977;Male;MUSICIAN
Luigi Boccherini;Lucca;ITALY;1743;Male;COMPOSER
Richard Sorge;Baku;Azerbaijan;1895;Male;JOURNALIST
Claude Henri de Rouvroy, comte de Saint-Simon;Paris;FRANCE;1760;Male;PHILOSOPHER
Bret Easton Ellis;Los Angeles;UNITED STATES;1964;Male;WRITER
Mia Farrow;Los Angeles;UNITED STATES;1945;Female;ACTOR
Agnetha Fältskog;Jönköping;SWEDEN;1950;Female;SINGER
George Gabriel Stokes;Skreen;Ireland;1819;Male;MATHEMATICIAN
Anthony Perkins;New York;UNITED STATES;1932;Male;ACTOR
Wen Jiabao;Tianjin;China;1942;Male;POLITICIAN
James Baker;Houston;UNITED STATES;1930;Male;POLITICIAN
Joseph de Maistre;Chambéry;FRANCE;1753;Male;PHILOSOPHER
Gary Oldman;London;United Kingdom;1958;Male;ACTOR
Alexander Calder;Lawnton;United States;1898;Male;SCULPTOR
Willem Dafoe;Appleton;United States;1955;Male;ACTOR
Patricia Arquette;Chicago;UNITED STATES;1968;Female;ACTOR
Tomás de Torquemada;Valladolid;SPAIN;1420;Male;RELIGIOUS FIGURE
Wong Kar-wai;Shanghai;China;1958;Male;FILM DIRECTOR
Diane Keaton;Los Angeles;UNITED STATES;1946;Female;ACTOR
Hastings Banda;Kasungu;MALAWI;1898;Male;PHYSICIAN
Arnold Sommerfeld;Kaliningrad;Russia;1868;Male;PHYSICIST
Frederick William II of Prussia;Berlin;Germany;1744;Male;POLITICIAN
Alexander Radishchev;Moscow;Russia;1749;Male;WRITER
Sergei Witte;Tbilisi;GEORGIA;1849;Male;POLITICIAN
Willebrord Snellius;Leiden;NETHERLANDS;1580;Male;MATHEMATICIAN
Léon Foucault;Paris;FRANCE;1819;Male;PHYSICIST
Hippolyte Fizeau;Paris;FRANCE;1819;Male;PHYSICIST
Pietro Metastasio;Rome;ITALY;1698;Male;WRITER
Filippino Lippi;Prato;ITALY;1457;Male;PAINTER
Canaletto;Venice;ITALY;1697;Male;ARTIST
Johann Adolph Hasse;Germany;Germany;1699;Male;COMPOSER
